tweet_no	tweet_text	q1_label	q2_label	q3_label	q4_label	q5_label	q6_label	q7_label
213	JUST GOT THIS: Personal statement by Hisham Hamdan, Covid-19 @ Case 26.  Read it. Eye-opening. URL	no	nan	nan	nan	nan	no	no
215	BREAKING: There have now been more than 100,000 #coronavirus cases worldwide. 3,398 people have died of #COVID19 and 55,672 people have recovered.	yes	no	yes	no	no	yes	yes
217	I wish to express again my closeness to those who are ill with the #coronavirus and to healthcare workers who are caring for them, as well as to civil authorities and all those involved in assisting patients and in containing the spread of the virus.	no	nan	nan	nan	nan	no	no
218	Hmmm. Yet if it was Harry and Meghan that joked about this, it would be “Meghan wishes death upon the innocent citizens of Great Britain”	no	nan	nan	nan	nan	no	yes
219	BREAKING: Trump could still own stock in a company that, according to the CDC, will play a major role in providing coronavirus test kits to the federal government, which means that Trump could profit from coronavirus testing. #COVIDー19 #coronavirus  URL	yes	yes	yes	yes	yes	no	yes
220	Coronavirus COVID-19 Global Cases as tracked by Johns Hopkins University's USERID URL URL	no	nan	nan	nan	nan	no	yes
222	Dear USERID Pence: Is the below true? Do you have a plan?  Also, when are local jurisdictions going to get the #Coronavirus test kits you promised?	no	nan	nan	nan	nan	no	yes
223	I work with a mat salleh boss and every time he hears someone sneezes or coughs he would ask them to go back immediately, or work from home. The thing about us Asians is, we always think RAJINNYA DTG KERJA WALAUPUN SAKIT SO MUCH DEDICATION BUT NO YOU'RE JUST SPREADING GERMS.....	yes	no	no	yes	no	no	no
224	Same people used in multiple photos for corona claims in different cities across the world  &gt;&gt;33 is a prevalent number apparently. URL	yes	no	no	yes	yes	yes	no
225	After weeks of the Federal Government dragging its feet on COVID-19 testing, Trump just admitted in front of the cameras he wants to manipulate the measurement of the outbreak for his personal political benefit.	yes	no	yes	yes	yes	no	yes
226	Tomorrow this boomer is turning 25.. 👴 I will leave be going to France for skiing + maybe get corona virus, so I will be mostly AFK.  To celebrate I am giving this cool Nomad knife away.  Just retweet to enter.  Picking a random winner when I am home! 🥰 &lt;3 URL	yes	no	no	no	no	no	no
229	me washing my hands: [bye sharona voice] die corona	no	nan	nan	nan	nan	no	no
230	RIP Grandpa can we get 30 gifted subs?'	no	nan	nan	nan	nan	no	no
231	WTAF?!?! A Man at Dartmouth with symptoms of #COVID19 was asked to self quarantine while waiting for test results. He decided he was fine and went to a party. Results came back positive the next day. Now another has it. Why are so many treating this as a joke?  #CoronaVirusUSA	yes	no	yes	yes	yes	yes	yes
232	What works in stopping the spread of Coronavirus: 1. Wash your hands for at least 20 seconds 2. Cough and sneeze into your elbow 3. Stay home if you're sick  What doesn't work: 1. Racism	yes	yes	yes	no	no	no	no
233	Touching one’s own face is not recommended as the #Coronavirus spreads rampantly across the world. Touching the face of another is simply unacceptable. #JustSoWrongJoe #NotOkayJoe URL	yes	no	no	no	no	no	no
234	Here is my public service announcement: If USERID says or tweets something in conflict with what doctors and experts have said about the #CoronavirusOutbreak, trust the doctors and experts. Your life and that of your family and friends may be at stake.	no	nan	nan	nan	nan	no	yes
235	the scariest thing about COVID-19 is that it looks like a JIRA ticket	no	nan	nan	nan	nan	no	no
236	Vietnam was the first country to fully contain SARS and COVID-19 (with no deaths) and developed a quick-test kit in one month that the WHO says should have taken four years. WHO is now consulting with Vietnam to get help for the global crisis. Of course this isn't in our news.	yes	yes	yes	no	yes	no	yes
239	It’s corona time URL	no	nan	nan	nan	nan	no	no
240	Don’t die of #Coronavirus without seeing this first, it’s the finest clip you’ll watch this year.  #Covid_19 #ThursdayThoughts #ThursdayMotivation #Coronvirus URL	no	nan	nan	nan	nan	no	no
241	CONTINUED LACK OF #COVIDー19 TESTING IS A DERELICTION OF DUTY BY USERID He knew since Jan about the #coronavirus.  What is particularly shameful is USERID is using the artificially deflated numbers due to lack of testing to say the virus has been stopped. It has not.	yes	no	yes	yes	yes	yes	yes
244	Normal sick ppl vs people with Corona virus #CoronaVirusChallenge URL	no	nan	nan	nan	nan	no	no
245	The virus of communal hatred is deadlier than Corona virus!	no	nan	nan	nan	nan	no	no
247	Corona Virus is Temporary. House music is forever🤙	no	nan	nan	nan	nan	no	no
248	Denyin’ tests to coronavirus victims to help your approval numbers should be considered attempted murder. URL	no	nan	nan	nan	nan	yes	yes
249	Coronovirus #COVID19 is cancelled! 🦠 URL	no	nan	nan	nan	nan	no	no
250	Y’all tweeting about corona but not corinthians smh	no	nan	nan	nan	nan	no	no
251	The whole entire world: Corona Virus is dangerous.  Jamaicans: URL	no	nan	nan	nan	nan	no	no
252	“That’s the coffin there as you can see”  URL URL	no	nan	nan	nan	nan	no	no
254	Its Friday motherfuckers, you're showing up with a nut sack filled with Corona juice and a breathing mask.....	no	nan	nan	nan	nan	no	no
255	#VIDEO: The circling area around Holy Kaaba at the Holy Mosque in #Makkah was emptied of people temporarily in order to clean and sterilize it, due to #Coronavirus fears and to insure the safety of pilgrims. URL	yes	no	yes	no	no	no	no
256	DOH IS OFFICIALLY ON TIKTOK!🎼  Learn protective measures against COVID-19 in this TikTok video! Join the #covidance challenge!  Follow DOH's official tiktok account at ID:dohgovph 🤟 URL	no	nan	nan	nan	nan	no	no
257	⚠️A nurse—exposed to #coronavirus and SICK in quarantine—hammers USERID for initially REFUSING and then delaying #COVID19 testing.  “What a ridiculous and uneducated response...it’s a public health emergency.”  h/t USERID USERID URL	yes	no	yes	yes	no	yes	yes
258	Let's bring more hope! Science works!  URL	no	nan	nan	nan	nan	no	no
261	After USERID and cronies downplayed the #CoronavirusOutbreak, Pence now admits there aren't enough #coronavirus test kits.  Experts (including me) saw this coming for weeks and called for point-of-care #COVID19 tests.  Their incompetence will cost lives.🤬  USERID	yes	no	yes	yes	yes	yes	yes
262	#HongKongers decided not to listen to their own government for good reasons and decided to wear masks to protect themselves. #HongKong had the first case of #coronavirus way earlier than most of the countries on this list and had seen nearly little to no increase in cases since.	yes	nan	yes	no	yes	no	yes
263	So there is local transmission. Please wash your hands. Please don't cough or sneeze on people.	no	nan	nan	nan	nan	no	no
264	Kerala is the only state in India which successfully stopped 3 deadly virus, Corona, Nipah and BJP.	yes	yes	yes	no	yes	no	no
265	This latest report of SARS-like lung damage is consistent with prior clinical reports of #coronavirus cases from #China. At least 1 patient who survived #COVID19 later received a lung transplant due to permanent fibrosis ('scarring') of his lungs.  URL	yes	no	yes	no	yes	yes	yes
266	My bihun sup ain't perfect without sambal hitam🤧🤧	no	nan	nan	nan	nan	no	no
267	Donations to the US Government are handled by a specific office at the U.S. Treasury; you don’t send  a check to an “Office of the Assistant Secretary for Health” — see URL	yes	no	no	yes	no	no	yes
268	So here’s a question for today: if you are a doctor in the Seattle area, can you, as of today, order a COVID-19 test for any patient you think should be tested? Curious to hear from actual medical professionals in the area.	no	nan	nan	nan	nan	no	yes
270	This #coronavirus emergency response package gives our government the resources it needs to confront this public health crisis – without stealing a dime from other critical initiatives. With my signature, it goes to the President’s desk. URL	yes	no	yes	no	yes	no	no
271	Virus needs Us to travel. Let us 'Beat The Virus' with Conscious and Responsible action. Do not allow Virus to dislocate and disrupt your lives and that of the Nation. - Sg #CoronaVirus	no	nan	nan	nan	nan	no	no
273	Well, we called it here first, didn't we? Or at least among the first... This would be good news.	no	nan	nan	nan	nan	no	no
276	There's something strange going on with Turkey. It is refusing to give evidence about the corona virus to WHO. There are rumors that the problem is almost like with IRAN. Some cases are reported on Turkish airlines. They don't give evidence as TA are on the verge of bankruptcy URL	yes	no	yes	yes	yes	yes	yes
277	Japan: close schools Italy: close schools and football games China: shut everything down  Olympics; may cancel  Trump: Coronavirus is a hoax, my hunch is experts are wrong, and you should go to work and school.  #TrumpVirus #COVID19 #Coronvirus	yes	no	yes	yes	yes	no	yes
278	Don't interrupt! Blaming🇺🇸4 #coronaviruschina will enable us 2 unite🌐against the New Evil Empire🇨🇳4 its coverup. This pandemic has been killing not only Chinese people but also people throughout🌐. Wuhan victims cry out fake as Vice-Premier 孙春兰 visits. URL	yes	no	nan	yes	no	yes	no
279	According to TMZ, and some other reliable sources. Selena Gomez has reportedly donated $1,000,000 to vaccine research to help prevent the spread of COVID-19 also known as the Coronavirus. “I want everyone to know that they are rare and soon this disease will be.” URL	yes	yes	yes	no	yes	no	no
280	Dear #Patriots,  Who else finds it strange that the #FakeNewsMedia continues to spew this #coronavirus scare &amp; daily gives us the death tolls from this illness...  when they could care less about how many deaths occur every minute from abortions??	yes	nan	yes	yes	no	yes	no
281	6 Mar 20 | 7pm GMT+2 # of confirmed #COVID19 cases in the Region  🇦🇫Afghanistan 1 🇧🇭Bahrain 56 🇪🇬Egypt 15 🇮🇷IR Iran 4747 incl 124 deaths 🇮🇶Iraq 38 incl 2 deaths  🇯🇴Jordan 1 🇰🇼Kuwait 58 🇱🇧Lebanon 16 🇲🇦Morocco 2 🇴🇲Oman 16 🇵🇸OPT 7 🇵🇰Pakistan 6 🇶🇦Qatar 11 🇹🇳Tunisia 1 🇸🇦KSA 5 🇦🇪UAE 29 URL	yes	no	yes	no	no	no	yes
283	Three more Iranian officials reportedly dead from #COVID19. Either being a politician makes you extra-susceptible to coronavirus, or the prevalence of the disease is orders of magnitude higher than the government admits: URL	yes	no	yes	yes	yes	yes	yes
284	USERID Donald Trump canceled his trip to CDC in Atlanta because one person allegedly had #coronavirus?? #hypocrite URL	yes	nan	yes	yes	yes	yes	yes
285	That makes you wonder. Why would you cancel a visit if it's  only a hoax, or worse a flu? #GermaphobeTrump has 2 standards. Everyone who is infected with COVID-19 can still  go to work, unless he is the  Bonespurs in Chief  URL	yes	nan	yes	yes	no	yes	yes
